Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
KU744454,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,79-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744455,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,83-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU560923,Enterovirus A71,Enterovirus alphacoxsackie,EV-71,EV_NL_239,354,partial,Netherlands,Homo sapiens,,"de Crom,S.C., Rossen,J.W., de Moor,R.A., Veldkamp,E.J., van Furth,A.M., Obihara,C.C., Raaijmakers,L., Phiri,C., Rosema,S.",2011,2016-02-24,ssRNA(+)
KU560924,Enterovirus A71,Enterovirus alphacoxsackie,EV-71,EV_NL_242,356,partial,Netherlands,Homo sapiens,,"de Crom,S.C., Rossen,J.W., de Moor,R.A., Veldkamp,E.J., van Furth,A.M., Obihara,C.C., Raaijmakers,L., Phiri,C., Rosema,S.",2011,2016-02-24,ssRNA(+)
KU560925,Enterovirus A71,Enterovirus alphacoxsackie,EV-71,EV_NL_312,356,partial,Netherlands,Homo sapiens,,"de Crom,S.C., Rossen,J.W., de Moor,R.A., Veldkamp,E.J., van Furth,A.M., Obihara,C.C., Raaijmakers,L., Phiri,C., Rosema,S.",2011,2016-02-24,ssRNA(+)
LQ076627,Enterovirus A71,Enterovirus alphacoxsackie,,,1935,partial,,,,"D,A.M., LAVOIE,P., COUTURE,M., POULIN,L., VEZINA,L.",,2016-02-23,ssRNA(+)
LQ076629,Enterovirus A71,Enterovirus alphacoxsackie,,,1935,partial,,,,"D,A.M., LAVOIE,P., COUTURE,M., POULIN,L., VEZINA,L.",,2016-02-23,ssRNA(+)
LQ076631,Enterovirus A71,Enterovirus alphacoxsackie,,,2586,partial,,,,"D,A.M., LAVOIE,P., COUTURE,M., POULIN,L., VEZINA,L.",,2016-02-23,ssRNA(+)
KT717710,Enterovirus A71,Enterovirus alphacoxsackie,,10M7_2010.06_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717711,Enterovirus A71,Enterovirus alphacoxsackie,,10MC16_2010.06_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717712,Enterovirus A71,Enterovirus alphacoxsackie,,10MM15_2010.06_JY,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717713,Enterovirus A71,Enterovirus alphacoxsackie,,10MF21_2010.06_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717714,Enterovirus A71,Enterovirus alphacoxsackie,,10MF24_2010.06_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717715,Enterovirus A71,Enterovirus alphacoxsackie,,10MM16_2010.06_JY,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717716,Enterovirus A71,Enterovirus alphacoxsackie,,10MM17_2010.06_JY,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717717,Enterovirus A71,Enterovirus alphacoxsackie,,10F72_2010.07_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717718,Enterovirus A71,Enterovirus alphacoxsackie,,10MC20_2010.06_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717719,Enterovirus A71,Enterovirus alphacoxsackie,,10F73_2010.07_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717720,Enterovirus A71,Enterovirus alphacoxsackie,,10MM21_2010.07_JY,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717721,Enterovirus A71,Enterovirus alphacoxsackie,,10MF36_2010.07_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717722,Enterovirus A71,Enterovirus alphacoxsackie,,10MJ15_2010.07_TX,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717723,Enterovirus A71,Enterovirus alphacoxsackie,,10MF33_2010.07_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717724,Enterovirus A71,Enterovirus alphacoxsackie,,10MC27_2010.07_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717725,Enterovirus A71,Enterovirus alphacoxsackie,,10MC28_2010.07_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717726,Enterovirus A71,Enterovirus alphacoxsackie,,10MC31_2010.07_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717727,Enterovirus A71,Enterovirus alphacoxsackie,,10MF41_2010.08_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717728,Enterovirus A71,Enterovirus alphacoxsackie,,10MM25_2010.08_JY,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717729,Enterovirus A71,Enterovirus alphacoxsackie,,10MF43_2010.08_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717730,Enterovirus A71,Enterovirus alphacoxsackie,,10F81_2010.09_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717731,Enterovirus A71,Enterovirus alphacoxsackie,,10MJ25_2010.09_TX,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717732,Enterovirus A71,Enterovirus alphacoxsackie,,10MF47_2010.09_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717733,Enterovirus A71,Enterovirus alphacoxsackie,,10MC29_2010.07_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717734,Enterovirus A71,Enterovirus alphacoxsackie,,10MF50_2010.09_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717735,Enterovirus A71,Enterovirus alphacoxsackie,,10MF51_2010.09_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717736,Enterovirus A71,Enterovirus alphacoxsackie,,10MC46_2010.10_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717737,Enterovirus A71,Enterovirus alphacoxsackie,,10MC48_2010.10_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717738,Enterovirus A71,Enterovirus alphacoxsackie,,10F87_2010.10_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717739,Enterovirus A71,Enterovirus alphacoxsackie,,10F86_2010.10_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717740,Enterovirus A71,Enterovirus alphacoxsackie,,10D9_2010.11_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717741,Enterovirus A71,Enterovirus alphacoxsackie,,10F85_2010.10_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717742,Enterovirus A71,Enterovirus alphacoxsackie,,10D11_2010.10_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717743,Enterovirus A71,Enterovirus alphacoxsackie,,10MF62_2010.12_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717744,Enterovirus A71,Enterovirus alphacoxsackie,,10MF63_2010.12_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717745,Enterovirus A71,Enterovirus alphacoxsackie,,10MF65_2010.12_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717746,Enterovirus A71,Enterovirus alphacoxsackie,,10MJ42_2010.12_TX,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717747,Enterovirus A71,Enterovirus alphacoxsackie,,10MG17_2010.11_GG,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717748,Enterovirus A71,Enterovirus alphacoxsackie,,10MF55_2010.11_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717749,Enterovirus A71,Enterovirus alphacoxsackie,,11F92_2011.02_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717750,Enterovirus A71,Enterovirus alphacoxsackie,,11F93_2011.03_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717751,Enterovirus A71,Enterovirus alphacoxsackie,,11MF11_2011.03_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717752,Enterovirus A71,Enterovirus alphacoxsackie,,11MG1_2011.01_GG,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717753,Enterovirus A71,Enterovirus alphacoxsackie,,11MM14_2011.06_JY,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717754,Enterovirus A71,Enterovirus alphacoxsackie,,11MA113_2011.06_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717755,Enterovirus A71,Enterovirus alphacoxsackie,,11MF27_2011.05_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717756,Enterovirus A71,Enterovirus alphacoxsackie,,11MG16_2011.06_GG,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717757,Enterovirus A71,Enterovirus alphacoxsackie,,11MF36_2011.06_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717758,Enterovirus A71,Enterovirus alphacoxsackie,,11MF47_2011.06_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717759,Enterovirus A71,Enterovirus alphacoxsackie,,11MM13_2011.06_JY,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717760,Enterovirus A71,Enterovirus alphacoxsackie,,11MA114_2011.06_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717761,Enterovirus A71,Enterovirus alphacoxsackie,,11MF46_2011.06_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717762,Enterovirus A71,Enterovirus alphacoxsackie,,11MF31_2011.05_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717763,Enterovirus A71,Enterovirus alphacoxsackie,,11F115_2011.06_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717764,Enterovirus A71,Enterovirus alphacoxsackie,,11MF24_2011.05_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717765,Enterovirus A71,Enterovirus alphacoxsackie,,11MH29_2011.07_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717766,Enterovirus A71,Enterovirus alphacoxsackie,,11MD21_2011.07_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717767,Enterovirus A71,Enterovirus alphacoxsackie,,11MG21_2011.07_GG,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717768,Enterovirus A71,Enterovirus alphacoxsackie,,11MM16_2011.07_JY,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717769,Enterovirus A71,Enterovirus alphacoxsackie,,11MM19_2011.07_JY,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717770,Enterovirus A71,Enterovirus alphacoxsackie,,11MH27_2011.07_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717771,Enterovirus A71,Enterovirus alphacoxsackie,,11MA123_2011.08_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717772,Enterovirus A71,Enterovirus alphacoxsackie,,11MA124_2011.08_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717773,Enterovirus A71,Enterovirus alphacoxsackie,,11MC43_2011.09_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717774,Enterovirus A71,Enterovirus alphacoxsackie,,11MC45_2011.09_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717775,Enterovirus A71,Enterovirus alphacoxsackie,,11MD28_2011.09_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717776,Enterovirus A71,Enterovirus alphacoxsackie,,11MJ58_2011.12_TX,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717777,Enterovirus A71,Enterovirus alphacoxsackie,,11MC51_2011.10_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717778,Enterovirus A71,Enterovirus alphacoxsackie,,11MA137_2011.10_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717779,Enterovirus A71,Enterovirus alphacoxsackie,,11MH41_2011.10_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717780,Enterovirus A71,Enterovirus alphacoxsackie,,11MC53_2011.11_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717781,Enterovirus A71,Enterovirus alphacoxsackie,,11MD30_2011.11_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717782,Enterovirus A71,Enterovirus alphacoxsackie,,11ME25_2011.11_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717783,Enterovirus A71,Enterovirus alphacoxsackie,,11MA141_2011.11_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717784,Enterovirus A71,Enterovirus alphacoxsackie,,11MJ55_2011.11_TX,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717785,Enterovirus A71,Enterovirus alphacoxsackie,,11MC7_2011.02_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717786,Enterovirus A71,Enterovirus alphacoxsackie,,11MA147_2011.12_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717787,Enterovirus A71,Enterovirus alphacoxsackie,,11MF73_2011.12_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717788,Enterovirus A71,Enterovirus alphacoxsackie,,11MF74_2011.12_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717789,Enterovirus A71,Enterovirus alphacoxsackie,,11MG46_2011.12_GG,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717790,Enterovirus A71,Enterovirus alphacoxsackie,,11MA140_2011.11_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717791,Enterovirus A71,Enterovirus alphacoxsackie,,11MH49_2011.12_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717792,Enterovirus A71,Enterovirus alphacoxsackie,,11MC54_2011.11_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717793,Enterovirus A71,Enterovirus alphacoxsackie,,11MF69_2011.11_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717794,Enterovirus A71,Enterovirus alphacoxsackie,,11MJ51_2011.10_TX,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717795,Enterovirus A71,Enterovirus alphacoxsackie,,12ME1_2012.01_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717796,Enterovirus A71,Enterovirus alphacoxsackie,,12MG1_2012.01_GG,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717797,Enterovirus A71,Enterovirus alphacoxsackie,,12MC3_2012.01_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717798,Enterovirus A71,Enterovirus alphacoxsackie,,12MJ2_2012.01_TX,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717799,Enterovirus A71,Enterovirus alphacoxsackie,,12MA155_2012.02_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717800,Enterovirus A71,Enterovirus alphacoxsackie,,12MF6_2012.02_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717801,Enterovirus A71,Enterovirus alphacoxsackie,,12MF8_2012.02_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717802,Enterovirus A71,Enterovirus alphacoxsackie,,12MA156_2012.03_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717803,Enterovirus A71,Enterovirus alphacoxsackie,,12MA157_2012.03_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717804,Enterovirus A71,Enterovirus alphacoxsackie,,12MA158_2012.03_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717805,Enterovirus A71,Enterovirus alphacoxsackie,,12MA160_2012.03_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717806,Enterovirus A71,Enterovirus alphacoxsackie,,12MA159_2012.03_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717807,Enterovirus A71,Enterovirus alphacoxsackie,,12MF16_2012.03_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717808,Enterovirus A71,Enterovirus alphacoxsackie,,12MG3_2012.01_GG,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717809,Enterovirus A71,Enterovirus alphacoxsackie,,12MA152_2012.02_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717810,Enterovirus A71,Enterovirus alphacoxsackie,,12MC20_2012.04_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717811,Enterovirus A71,Enterovirus alphacoxsackie,,12MM14_2012.04_JY,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717812,Enterovirus A71,Enterovirus alphacoxsackie,,12MA164_2012.04_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717813,Enterovirus A71,Enterovirus alphacoxsackie,,12MA166_2012.04_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717814,Enterovirus A71,Enterovirus alphacoxsackie,,12MG12_2012.04_GG,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717815,Enterovirus A71,Enterovirus alphacoxsackie,,12MC18_2012.04_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717816,Enterovirus A71,Enterovirus alphacoxsackie,,12MC19_2012.04_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717817,Enterovirus A71,Enterovirus alphacoxsackie,,12MF20_2012.04_JJ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717818,Enterovirus A71,Enterovirus alphacoxsackie,,12MJ18_2012.04_TX,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717819,Enterovirus A71,Enterovirus alphacoxsackie,,12MH56_2012.04_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717820,Enterovirus A71,Enterovirus alphacoxsackie,,12MH57_2012.04_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717821,Enterovirus A71,Enterovirus alphacoxsackie,,12MD22_2012.05_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717822,Enterovirus A71,Enterovirus alphacoxsackie,,12MD32_2012.06_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717823,Enterovirus A71,Enterovirus alphacoxsackie,,12MA169_2012.05_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717824,Enterovirus A71,Enterovirus alphacoxsackie,,12MA171_2012.05_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717825,Enterovirus A71,Enterovirus alphacoxsackie,,12ME08_2012.05_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717826,Enterovirus A71,Enterovirus alphacoxsackie,,12MD19_2012.05_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717827,Enterovirus A71,Enterovirus alphacoxsackie,,12MD26_2012.05_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717828,Enterovirus A71,Enterovirus alphacoxsackie,,12MC22_2012.05_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717829,Enterovirus A71,Enterovirus alphacoxsackie,,12MC25_2012.05_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717830,Enterovirus A71,Enterovirus alphacoxsackie,,12MA176_2012.06_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717831,Enterovirus A71,Enterovirus alphacoxsackie,,12ME09_2012.06_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717832,Enterovirus A71,Enterovirus alphacoxsackie,,12MC30_2012.06_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717833,Enterovirus A71,Enterovirus alphacoxsackie,,12MM23_2012.06_JY,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717834,Enterovirus A71,Enterovirus alphacoxsackie,,12MG20_2012.06_GG,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717835,Enterovirus A71,Enterovirus alphacoxsackie,,12MC28_2012.06_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717836,Enterovirus A71,Enterovirus alphacoxsackie,,12MH66_2012.07_TZ,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717837,Enterovirus A71,Enterovirus alphacoxsackie,,12MC33_2012.07_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717838,Enterovirus A71,Enterovirus alphacoxsackie,,12MC35_2012.07_XH,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717839,Enterovirus A71,Enterovirus alphacoxsackie,,12MG23_2012.07_GG,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
KT717840,Enterovirus A71,Enterovirus alphacoxsackie,,12MG26_2012.07_GG,891,partial,"China: Taizhou, Jiangsu",Homo sapiens,,"Zha,J.",,2016-02-16,ssRNA(+)
